subtitle,authors,title,publishers,number_of_pages,physical_format,notes,works,publish_date,isbn_10,covers,full_title,isbn_13,last_modified,created,type,key,latest_revision,revision,source_records,name,id,publish_places,identifiers,pagination,classifications,copyright_date,table_of_contents,contributors,edition_name,oclc_numbers,languages,other_titles,subjects,links,subject_places,description,subject_times,excerpts,subject_people,series,lc_classifications,first_publish_date,dewey_number,physical_dimensions,first_sentence,weight,translation_of,by_statement,translated_from,dewey_decimal_class,ocaid,location,publish_country,personal_name
,"[{'key': '/authors/OL1401114A'}, {'key': '/authors/OL7998405A'}]",The Golden Hustla,"['Urban Audiobooks and Blackstone Audio', 'Blackstone Audiobooks']",,mp3 cd,,[{'key': '/works/OL17873451W'}],"Oct 19, 2010",['1441764070'],[11299423],The Golden Hustla,['9781441764072'],"{'type': '/type/datetime', 'value': '2021-06-23T13:53:50.898341'}","{'type': '/type/datetime', 'value': '2021-06-23T13:53:50.898341'}",{'key': '/type/edition'},/books/OL32670260M,1,1,['amazon:1441764070'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2632082A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7310023A'}}]",One Foot in the Grave,,,,,,,,[11299422],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:53:44.956960'}","{'type': '/type/datetime', 'value': '2021-06-23T13:53:44.956960'}",{'key': '/type/work'},/works/OL24624223W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL2632082A'}, {'key': '/authors/OL7310023A'}]",One Foot in the Grave,['Blackstone Pub'],,preloaded digital audio player,"{'type': '/type/text', 'value': 'Source title: One Foot in the Grave (Night Huntress, Book 2)'}",[{'key': '/works/OL24624223W'}],"Jan 01, 2011",['1441748660'],[11299422],One Foot in the Grave,['9781441748669'],"{'type': '/type/datetime', 'value': '2021-06-23T13:53:44.956960'}","{'type': '/type/datetime', 'value': '2021-06-23T13:53:44.956960'}",{'key': '/type/edition'},/books/OL32670259M,1,1,['amazon:1441748660'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8293444A'}}]",Ironies of Oneness and Difference,,,,,,,,[11299421],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:52:54.578206'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:54.578206'}",{'key': '/type/work'},/works/OL24624222W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coherence in Early Chinese Thought; Prolegomena to the Study of Li,[{'key': '/authors/OL8293444A'}],Ironies of Oneness and Difference,['State University of New York Press'],334,paperback,"{'type': '/type/text', 'value': 'Source title: Ironies of Oneness and Difference: Coherence in Early Chinese Thought; Prolegomena to the Study of Li (SUNY series in Chinese Philosophy and Culture)'}",[{'key': '/works/OL24624222W'}],"Jul 02, 2013",['1438442882'],[11299421],Ironies of Oneness and Difference Coherence in Early Chinese Thought; Prolegomena to the Study of Li,['9781438442884'],"{'type': '/type/datetime', 'value': '2021-06-23T13:52:54.578206'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:54.578206'}",{'key': '/type/edition'},/books/OL32670258M,1,1,['amazon:1438442882'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3113071A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3896226A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7534574A'}}]",Cahier d'activités du ciel nocturne - Partez à la chasse aux étoiles,,,,,,,,[11299420],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:52:38.436036'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:38.436036'}",{'key': '/type/work'},/works/OL24624221W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL3113071A'}, {'key': '/authors/OL3896226A'}, {'key': '/authors/OL7534574A'}]",Cahier d'activités du ciel nocturne - Partez à la chasse aux étoiles,['FIRST'],64,paperback,"{'type': '/type/text', 'value': ""Source title: Cahier d'activités du ciel nocturne - Partez à la chasse aux étoiles (French Edition)""}",[{'key': '/works/OL24624221W'}],"May 06, 2021",['2412069425'],[11299420],,['9782412069424'],"{'type': '/type/datetime', 'value': '2021-06-23T13:52:38.436036'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:38.436036'}",{'key': '/type/edition'},/books/OL32670257M,1,1,['amazon:2412069425'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL72616A'}}]",Mi Puesto de Limonada,,,,,,,,[11299419],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:52:13.225110'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:13.225110'}",{'key': '/type/work'},/works/OL24624220W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level 3,[{'key': '/authors/OL72616A'}],Mi Puesto de Limonada,['Teacher Created Materials'],32,paperback,"{'type': '/type/text', 'value': 'Source title: Mi Puesto de Limonada: Level 3 (Mathematics Readers)'}",[{'key': '/works/OL24624220W'}],"Oct 14, 2008",['1433304988'],[11299419],Mi Puesto de Limonada : Level 3,['9781433304989'],"{'type': '/type/datetime', 'value': '2021-06-23T13:52:13.225110'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:13.225110'}",{'key': '/type/edition'},/books/OL32670256M,1,1,['amazon:1433304988'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran under the Khomeinist Revolution,"[{'key': '/authors/OL669932A'}, {'key': '/authors/OL7990399A'}]",The Persian Night,"['Blackstone Audio, Inc.', 'Blackstone Audiobooks']",,audio cd,"{'type': '/type/text', 'value': 'Source title: The Persian Night: Iran under the Khomeinist Revolution (Library)'}",[{'key': '/works/OL3788783W'}],"May 01, 2009",['1433274930'],[11299417],The Persian Night Iran under the Khomeinist Revolution,['9781433274930'],"{'type': '/type/datetime', 'value': '2021-06-23T13:52:05.919076'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:05.919076'}",{'key': '/type/edition'},/books/OL32670253M,1,1,['amazon:1433274930'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,The Gap in the Curtain,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T14:00:01.226877'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:04.921275'}",{'key': '/type/work'},/works/OL24624219W,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,The Gap in the Curtain,['Handheld Press'],,Paperback,,[{'key': '/works/OL24624219W'}],2021,,[11299442],,['9781912766482'],"{'type': '/type/datetime', 'value': '2021-06-23T14:00:46.701475'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:04.921275'}",{'key': '/type/edition'},/books/OL32670255M,3,3,,,,"['Bath, England']",,,,,,,,,,,,,,"{'type': '/type/text', 'value': 'John Buchan (1875-1940), author of over 100 books including The Thirty-Nine Steps, was a stealth writer of supernatural and Weird fiction. From the beginning of his career to his last works, he brought supernatural elements into his narratives to test his characters and thrill his readers. His 1932 novel The Gap in the Curtain was his last full-length work devoted to exploring a supernatural theme: if you were able to see one year into the future, what would you do with that foreknowledge? And what would it do to you? The novel tells the story of five country-house guests who are trained by the ailing Professor Moe, an Einsteinian mathematician who has devised a way of seeing into the future. These five guests gain one piece of knowledge from the experiment, and have to decide how to act on it. Five episodes ensue: o The story of the philanthropist who played the markets for too long o The story of the politician who changed sides too often o The story of the antiquarian book dealer in the clutches of a feminist capitalist o The story of the man who foresaw his own death o The story of the woman who would not let her lover die This novel is classic Buchan, ranging from epic to farcical to battling with natural forces and the horrors of feminism. It hasn’t been in print for 15 years, and is shamefully undervalued. The Introduction is by Kate Macdonald, one of the leading Buchan experts. It has crossover appeal from the classic 1930s fiction to period supernatural short stories.'}",,,,,,,,21.6 x 13.5 x  inches,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8445098A'}}]",J'apprends à faire une dissertation en 7 jours !,,,,,,,,[11299416],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:52:04.560204'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:04.560204'}",{'key': '/type/work'},/works/OL24624218W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL8445098A'}],J'apprends à faire une dissertation en 7 jours !,['L ETUDIANT'],217,paperback,"{'type': '/type/text', 'value': ""Source title: J'apprends à faire une dissertation en 7 jours ! (French Edition)""}",[{'key': '/works/OL24624218W'}],"Sep 10, 2020",['2380150907'],[11299416],,['9782380150902'],"{'type': '/type/datetime', 'value': '2021-06-23T13:52:04.560204'}","{'type': '/type/datetime', 'value': '2021-06-23T13:52:04.560204'}",{'key': '/type/edition'},/books/OL32670254M,1,1,['amazon:2380150907'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book One of A Song of Ice and Fire,,A Game of Thrones,['Harper Voyager'],801,Paperback,,[{'key': '/works/OL257943W'}],2012,['0007448031'],[11299418],,['9780007448036'],"{'type': '/type/datetime', 'value': '2021-06-23T13:54:46.265600'}","{'type': '/type/datetime', 'value': '2021-06-23T13:51:40.513078'}",{'key': '/type/edition'},/books/OL32670252M,3,3,,,,['London'],{'goodreads': ['58407565']},801p.,,2012,,,paperback edition (27),"['1101331807', '1010575117']",[{'key': '/languages/eng'}],,,,,,,,,['Book One of A Song of Ice and Fire'],,,,,,,,,,,gameofthrones0000mart_x2q2,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7652899A'}}]",The Big Game,,,,,,,,[11299415],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:51:32.489023'}","{'type': '/type/datetime', 'value': '2021-06-23T13:51:32.489023'}",{'key': '/type/work'},/works/OL24624217W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL7652899A'}],The Big Game,['Thorndike Striving Reader'],472,library binding,,[{'key': '/works/OL24624217W'}],"Mar 03, 2020",['1432874330'],[11299415],The Big Game,['9781432874339'],"{'type': '/type/datetime', 'value': '2021-06-23T13:51:32.489023'}","{'type': '/type/datetime', 'value': '2021-06-23T13:51:32.489023'}",{'key': '/type/edition'},/books/OL32670251M,1,1,['amazon:1432874330'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How I Kissed SoulCycle Goodbye, Co-Founded Flywheel, and Built the Life I Always Wanted","[{'key': '/authors/OL7544741A'}, {'key': '/authors/OL7544741A'}]",Riding High,"['Macmillan Audio', 'MacMillan Audio']",,audio cd,"{'type': '/type/text', 'value': 'Source title: Riding High: How I Kissed SoulCycle Goodbye, Co-Founded Flywheel, and Built the Life I Always Wanted'}",[{'key': '/works/OL19764908W'}],"Oct 02, 2018",['1427294976'],[11299414],"Riding High How I Kissed SoulCycle Goodbye, Co-Founded Flywheel, and Built the Life I Always Wanted",['9781427294975'],"{'type': '/type/datetime', 'value': '2021-06-23T13:50:51.606125'}","{'type': '/type/datetime', 'value': '2021-06-23T13:50:51.606125'}",{'key': '/type/edition'},/books/OL32670250M,1,1,['amazon:1427294976'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T13:48:23.932436'}","{'type': '/type/datetime', 'value': '2021-06-23T13:48:23.932436'}",{'key': '/type/author'},/authors/OL9281650A,1,1,['amazon:1400325641'],Gail L Stoltzfoos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281650A'}}]","We are Safe, God is Good",,,,,,,,[11299412],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:48:23.932436'}","{'type': '/type/datetime', 'value': '2021-06-23T13:48:23.932436'}",{'key': '/type/work'},/works/OL24624216W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devotions to Soothe your Soul,[{'key': '/authors/OL9281650A'}],"We are Safe, God is Good",['Elm Hill'],396,paperback,"{'type': '/type/text', 'value': 'Source title: We are Safe, God is Good: Devotions to Soothe your Soul'}",[{'key': '/works/OL24624216W'}],"Aug 06, 2019",['1400325641'],[11299412],"We are Safe, God is Good : Devotions to Soothe your Soul",['9781400325641'],"{'type': '/type/datetime', 'value': '2021-06-23T13:48:23.932436'}","{'type': '/type/datetime', 'value': '2021-06-23T13:48:23.932436'}",{'key': '/type/edition'},/books/OL32670247M,1,1,['amazon:1400325641'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A Storm of Swords Blood and Gold,['Harper Voyager'],,,,[{'key': '/works/OL17563825W'}],2011,,[11299413],,['9780007447855'],"{'type': '/type/datetime', 'value': '2021-06-23T13:48:56.939862'}","{'type': '/type/datetime', 'value': '2021-06-23T13:48:23.909119'}",{'key': '/type/edition'},/books/OL32670248M,3,3,,,,,,,,,,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,stormofswordspar0000mart_u7f7,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3945344A'}}]",A Knight in Atlantis,,,,,,,,[11299411],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:47:47.262203'}","{'type': '/type/datetime', 'value': '2021-06-23T13:47:47.262203'}",{'key': '/type/work'},/works/OL24624215W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL3945344A'}],A Knight in Atlantis,['Diana Bold'],254,paperback,,[{'key': '/works/OL24624215W'}],"May 07, 2019",['1393273971'],[11299411],,['9781393273974'],"{'type': '/type/datetime', 'value': '2021-06-23T13:47:47.262203'}","{'type': '/type/datetime', 'value': '2021-06-23T13:47:47.262203'}",{'key': '/type/edition'},/books/OL32670246M,1,1,['amazon:1393273971'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T13:47:36.893812'}","{'type': '/type/datetime', 'value': '2021-06-23T13:47:36.893812'}",{'key': '/type/author'},/authors/OL9281649A,1,1,['amazon:1393081509'],Jess Thornton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL6867879A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281649A'}}]",King Conan and the Stygian Queen- Beyond the Black River,,,,,,,,[11299410],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:47:36.893812'}","{'type': '/type/datetime', 'value': '2021-06-23T13:47:36.893812'}",{'key': '/type/work'},/works/OL24624214W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL6867879A'}, {'key': '/authors/OL9281649A'}]",King Conan and the Stygian Queen- Beyond the Black River,['Jess Thornton'],216,paperback,"{'type': '/type/text', 'value': 'Source title: King Conan and the Stygian Queen- Beyond the Black River (Conan Returns)'}",[{'key': '/works/OL24624214W'}],"Mar 28, 2016",['1393081509'],[11299410],King Conan and the Stygian Queen- Beyond the Black River,['9781393081500'],"{'type': '/type/datetime', 'value': '2021-06-23T13:47:36.893812'}","{'type': '/type/datetime', 'value': '2021-06-23T13:47:36.893812'}",{'key': '/type/edition'},/books/OL32670245M,1,1,['amazon:1393081509'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7710455A'}}]",Drawn,,,,,,,,[11299409],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:47:30.079714'}","{'type': '/type/datetime', 'value': '2021-06-23T13:47:30.079714'}",{'key': '/type/work'},/works/OL24624213W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL7710455A'}],Drawn,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",298,paperback,"{'type': '/type/text', 'value': 'Source title: Drawn (Volume 1)'}",[{'key': '/works/OL24624213W'}],"Dec 31, 2013",['1500948071'],[11299409],Drawn,['9781500948078'],"{'type': '/type/datetime', 'value': '2021-06-23T13:47:30.079714'}","{'type': '/type/datetime', 'value': '2021-06-23T13:47:30.079714'}",{'key': '/type/edition'},/books/OL32670244M,1,1,['amazon:1500948071'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T13:46:57.539390'}","{'type': '/type/datetime', 'value': '2021-06-23T13:46:57.539390'}",{'key': '/type/author'},/authors/OL9281648A,1,1,['amazon:1387413422'],Marcela Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281648A'}}]","Intelligent decision making for solving multiobject, multicombinatory problems and models of cellular automata for continuous improvement",,,,,,,,[11299407],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:46:57.539390'}","{'type': '/type/datetime', 'value': '2021-06-23T13:46:57.539390'}",{'key': '/type/work'},/works/OL24624211W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281648A'}],"Intelligent decision making for solving multiobject, multicombinatory problems and models of cellular automata for continuous improvement","['Lulu.com', 'lulu.com']",102,paperback,,[{'key': '/works/OL24624211W'}],"Jan 27, 2018",['1387413422'],[11299407],"Intelligent decision making for solving multiobject, multicombinatory problems and models of cellular automata for continuous improvement",['9781387413423'],"{'type': '/type/datetime', 'value': '2021-06-23T13:46:57.539390'}","{'type': '/type/datetime', 'value': '2021-06-23T13:46:57.539390'}",{'key': '/type/edition'},/books/OL32670243M,1,1,['amazon:1387413422'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3710684A'}}]",Tiki's in Tiaras,,,,,,,,[11299406],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:46:54.164949'}","{'type': '/type/datetime', 'value': '2021-06-23T13:46:54.164949'}",{'key': '/type/work'},/works/OL24624210W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL3710684A'}],Tiki's in Tiaras,"['Lulu.com', 'lulu.com']",72,paperback,,[{'key': '/works/OL24624210W'}],"Nov 07, 2017",['1387347837'],[11299406],,['9781387347834'],"{'type': '/type/datetime', 'value': '2021-06-23T13:46:54.164949'}","{'type': '/type/datetime', 'value': '2021-06-23T13:46:54.164949'}",{'key': '/type/edition'},/books/OL32670242M,1,1,['amazon:1387347837'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2642738A'}}]","Winter Evening Amusements. Being a Collection of Curious and Entertaining Histories, &c. Amongst Which Are the Following; [...]ntelion, or the Knight ... Oracle, and Son of Persicles, King of Assyria",,,,,,,,[11299405],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:46:36.608243'}","{'type': '/type/datetime', 'value': '2021-06-23T13:46:36.608243'}",{'key': '/type/work'},/works/OL24624209W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2642738A'}],"Winter Evening Amusements. Being a Collection of Curious and Entertaining Histories, &c. Amongst Which Are the Following; [...]ntelion, or the Knight ... Oracle, and Son of Persicles, King of Assyria","['Gale Ecco, Print Editions']",460,hardcover,,[{'key': '/works/OL24624209W'}],"Apr 25, 2018",['1385908629'],[11299405],,['9781385908624'],"{'type': '/type/datetime', 'value': '2021-06-23T13:46:36.608243'}","{'type': '/type/datetime', 'value': '2021-06-23T13:46:36.608243'}",{'key': '/type/edition'},/books/OL32670240M,1,1,['amazon:1385908629'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL5993357A'}}]","The Fable of the Bees; or, Private Vices, Public Benefits. With an Essay on Charity, and a Search Into the Nature of Society. Also a Vindication of ... a Presentment of the Grand Jury of Middlesex",,,,,,,,[11299404],,,"{'type': '/type/datetime', 'value': '2021-06-23T13:46:28.748661'}","{'type': '/type/datetime', 'value': '2021-06-23T13:46:28.748661'}",{'key': '/type/work'},/works/OL24624208W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL5993357A'}],"The Fable of the Bees; or, Private Vices, Public Benefits. With an Essay on Charity, and a Search Into the Nature of Society. Also a Vindication of ... a Presentment of the Grand Jury of Middlesex","['Gale Ecco, Print Editions']",560,hardcover,,[{'key': '/works/OL24624208W'}],"Apr 25, 2018",['1385829745'],[11299404],"The Fable of the Bees; or, Private Vices, Public Benefits. With an Essay on Charity, and a Search Into the Nature of Society. Also a Vindication of ... a Presentment of the Grand Jury of Middlesex",['9781385829745'],"{'type': '/type/datetime', 'value': '2021-06-23T13:46:28.748661'}","{'type': '/type/datetime', 'value': '2021-06-23T13:46:28.748661'}",{'key': '/type/edition'},/books/OL32670239M,1,1,['amazon:1385829745'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
