,subtitle,authors,title,publishers,number_of_pages,physical_format,notes,works,publish_date,isbn_10,covers,full_title,isbn_13,last_modified,created,type,key,latest_revision,revision,source_records,name,id,publish_places,identifiers,pagination,classifications,copyright_date,table_of_contents,contributors,edition_name,oclc_numbers,languages,other_titles,subjects,links,subject_places,description,subject_times,excerpts,subject_people,series,lc_classifications,first_publish_date,dewey_number,physical_dimensions,first_sentence,weight,translation_of,by_statement,translated_from,dewey_decimal_class,ocaid,location,publish_country,personal_name,authors_key,books_key
2655,,[{'key': '/authors/OL2722355A'}],The Celaran Solution,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",218.0,paperback,"{'type': '/type/text', 'value': 'Source title: The Celaran Solution (Parker Interstellar Travels) (Volume 9)'}",[{'key': '/works/OL24624417W'}],"Apr 04, 2017",['1545165580'],[11299660],,['9781545165584'],"{'type': '/type/datetime', 'value': '2021-06-23T15:11:01.118555'}","{'type': '/type/datetime', 'value': '2021-06-23T15:11:01.118555'}",{'key': '/type/edition'},/books/OL32670539M,1,1,['amazon:1545165580'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2722355A,/books/OL32670539M
2656,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T15:10:36.555573'}","{'type': '/type/datetime', 'value': '2021-06-23T15:10:36.555573'}",{'key': '/type/author'},/authors/OL9281745A,1,1,['amazon:1545033420'],Gifts For Grandmothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281745A
2657,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9250646A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281745A'}}]",Adult Coloring Book For Grandmothers,,,,,,,,[11299659],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:10:36.555573'}","{'type': '/type/datetime', 'value': '2021-06-23T15:10:36.555573'}",{'key': '/type/work'},/works/OL24624416W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624416W
2658,,"[{'key': '/authors/OL9250646A'}, {'key': '/authors/OL9281745A'}]",Adult Coloring Book For Grandmothers,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",30.0,paperback,,[{'key': '/works/OL24624416W'}],"Mar 30, 2017",['1545033420'],[11299659],,['9781545033425'],"{'type': '/type/datetime', 'value': '2021-06-23T15:10:36.555573'}","{'type': '/type/datetime', 'value': '2021-06-23T15:10:36.555573'}",{'key': '/type/edition'},/books/OL32670538M,1,1,['amazon:1545033420'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9250646A,/books/OL32670538M
2659,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8513731A'}}]","Künstlersozialversicherungsgesetz - KSVG, 1. Auflage 2017",,,,,,,,[11299658],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:10:10.077800'}","{'type': '/type/datetime', 'value': '2021-06-23T15:10:10.077800'}",{'key': '/type/work'},/works/OL24624415W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624415W
2660,,[{'key': '/authors/OL8513731A'}],"Künstlersozialversicherungsgesetz - KSVG, 1. Auflage 2017","['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",52.0,paperback,"{'type': '/type/text', 'value': 'Source title: Künstlersozialversicherungsgesetz - KSVG, 1. Auflage 2017 (German Edition)'}",[{'key': '/works/OL24624415W'}],"Mar 23, 2017",['1544892659'],[11299658],"Künstlersozialversicherungsgesetz - KSVG, 1. Auflage 2017",['9781544892658'],"{'type': '/type/datetime', 'value': '2021-06-23T15:10:10.077800'}","{'type': '/type/datetime', 'value': '2021-06-23T15:10:10.077800'}",{'key': '/type/edition'},/books/OL32670537M,1,1,['amazon:1544892659'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL8513731A,/books/OL32670537M
2661,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T15:08:35.043113'}","{'type': '/type/datetime', 'value': '2021-06-23T15:08:35.043113'}",{'key': '/type/author'},/authors/OL9281743A,1,1,['amazon:1544049188'],"Henifin, CLC, CN-BA, Sharon M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281743A
2662,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T15:08:35.043113'}","{'type': '/type/datetime', 'value': '2021-06-23T15:08:35.043113'}",{'key': '/type/author'},/authors/OL9281744A,1,1,['amazon:1544049188'],"Cameron, MD, PT, MCR, Michelle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281744A
2663,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281743A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281744A'}}]",Thriving Beyond Cancer,,,,,,,,[11299657],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:08:35.043113'}","{'type': '/type/datetime', 'value': '2021-06-23T15:08:35.043113'}",{'key': '/type/work'},/works/OL24624414W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624414W
2664,"Hope, Understanding, and Validation of the Cancer Journey","[{'key': '/authors/OL9281743A'}, {'key': '/authors/OL9281744A'}]",Thriving Beyond Cancer,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",232.0,paperback,"{'type': '/type/text', 'value': 'Source title: Thriving Beyond Cancer: Hope, Understanding, and Validation of the Cancer Journey (Volume 1)'}",[{'key': '/works/OL24624414W'}],"Mar 02, 2017",['1544049188'],[11299657],"Thriving Beyond Cancer : Hope, Understanding, and Validation of the Cancer Journey",['9781544049182'],"{'type': '/type/datetime', 'value': '2021-06-23T15:08:35.043113'}","{'type': '/type/datetime', 'value': '2021-06-23T15:08:35.043113'}",{'key': '/type/edition'},/books/OL32670536M,1,1,['amazon:1544049188'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281743A,/books/OL32670536M
2665,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T15:08:29.065955'}","{'type': '/type/datetime', 'value': '2021-06-23T15:08:29.065955'}",{'key': '/type/author'},/authors/OL9281742A,1,1,['amazon:1544037538'],Setta Jay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281742A
2666,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281742A'}}]",Ecstasy Unbound,,,,,,,,[11299656],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:08:29.065955'}","{'type': '/type/datetime', 'value': '2021-06-23T15:08:29.065955'}",{'key': '/type/work'},/works/OL24624413W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624413W
2667,,[{'key': '/authors/OL9281742A'}],Ecstasy Unbound,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",292.0,paperback,"{'type': '/type/text', 'value': 'Source title: Ecstasy Unbound (The Guardians of the Realms)'}",[{'key': '/works/OL24624413W'}],"Mar 03, 2017",['1544037538'],[11299656],,['9781544037530'],"{'type': '/type/datetime', 'value': '2021-06-23T15:08:29.065955'}","{'type': '/type/datetime', 'value': '2021-06-23T15:08:29.065955'}",{'key': '/type/edition'},/books/OL32670535M,1,1,['amazon:1544037538'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281742A,/books/OL32670535M
2668,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL528970A'}}]",Christmas,,,,,,,,[11299655],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:08:06.013543'}","{'type': '/type/datetime', 'value': '2021-06-23T15:08:06.013543'}",{'key': '/type/work'},/works/OL24624412W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624412W
2669,Merry Christmas,[{'key': '/authors/OL528970A'}],Christmas,"['PartridgeIndia', 'Partridge Publishing India']",208.0,paperback,"{'type': '/type/text', 'value': 'Source title: Christmas: Merry Christmas'}",[{'key': '/works/OL24624412W'}],"Sep 23, 2018",['154370395X'],[11299655],Christmas Merry Christmas,['9781543703955'],"{'type': '/type/datetime', 'value': '2021-06-23T15:08:06.013543'}","{'type': '/type/datetime', 'value': '2021-06-23T15:08:06.013543'}",{'key': '/type/edition'},/books/OL32670534M,1,1,['amazon:154370395X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL528970A,/books/OL32670534M
2670,,"[{'key': '/authors/OL7002793A'}, {'key': '/authors/OL3425413A'}]",Storm Crossed,['Brilliance Audio'],,mp3 cd,"{'type': '/type/text', 'value': 'Source title: Storm Crossed (The Grim Series)'}",[{'key': '/works/OL24586600W'}],"Jan 09, 2018",['1543656714'],[11299654],Storm Crossed,['9781543656718'],"{'type': '/type/datetime', 'value': '2021-06-23T15:07:49.434239'}","{'type': '/type/datetime', 'value': '2021-06-23T15:07:49.434239'}",{'key': '/type/edition'},/books/OL32670533M,1,1,['amazon:1543656714'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7002793A,/books/OL32670533M
2671,,"[{'key': '/authors/OL2845285A'}, {'key': '/authors/OL2845285A'}]",Plan B,['Thomas Nelson on Brilliance Audio'],,mp3 cd,,[{'key': '/works/OL15409229W'}],"May 23, 2017",['1543603688'],[11299653],Plan B,['9781543603682'],"{'type': '/type/datetime', 'value': '2021-06-23T15:07:36.291963'}","{'type': '/type/datetime', 'value': '2021-06-23T15:07:36.291963'}",{'key': '/type/edition'},/books/OL32670532M,1,1,['amazon:1543603688'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2845285A,/books/OL32670532M
2672,,[{'key': '/authors/OL8506619A'}],Student Exam Passport,['Xlibris UK'],124.0,paperback,,[{'key': '/works/OL22244685W'}],"Apr 03, 2019",['1543493955'],[11299652],Student Exam Passport,['9781543493955'],"{'type': '/type/datetime', 'value': '2021-06-23T15:07:29.185024'}","{'type': '/type/datetime', 'value': '2021-06-23T15:07:29.185024'}",{'key': '/type/edition'},/books/OL32670531M,1,1,['amazon:1543493955'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL8506619A,/books/OL32670531M
2673,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T15:07:01.844592'}","{'type': '/type/datetime', 'value': '2021-06-23T15:07:01.844592'}",{'key': '/type/author'},/authors/OL9281741A,1,1,['amazon:2940669716'],Linda DA SILVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281741A
2674,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281741A'}}]",Le souffle du bonheur,,,,,,,,[11299651],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:07:01.844592'}","{'type': '/type/datetime', 'value': '2021-06-23T15:07:01.844592'}",{'key': '/type/work'},/works/OL24624411W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624411W
2675,,[{'key': '/authors/OL9281741A'}],Le souffle du bonheur,['LEMART'],225.0,paperback,"{'type': '/type/text', 'value': 'Source title: Le souffle du bonheur (French Edition)'}",[{'key': '/works/OL24624411W'}],"Jul 06, 2021",['2940669716'],[11299651],Le souffle du bonheur,['9782940669714'],"{'type': '/type/datetime', 'value': '2021-06-23T15:07:01.844592'}","{'type': '/type/datetime', 'value': '2021-06-23T15:07:01.844592'}",{'key': '/type/edition'},/books/OL32670530M,1,1,['amazon:2940669716'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281741A,/books/OL32670530M
2676,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL5431229A'}}]",The Life Story of an Otter  by,,,,,,,,[11299649],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:06:38.102528'}","{'type': '/type/datetime', 'value': '2021-06-23T15:06:38.102528'}",{'key': '/type/work'},/works/OL24624410W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624410W
2677,John Coulson Tregarthen,[{'key': '/authors/OL5431229A'}],The Life Story of an Otter  by,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",76.0,paperback,"{'type': '/type/text', 'value': 'Source title: The Life Story of an Otter (1909) by: John Coulson Tregarthen (Illustrated)'}",[{'key': '/works/OL24624410W'}],"Feb 14, 2017",['1543098495'],[11299649],The Life Story of an Otter  by : John Coulson Tregarthen,['9781543098495'],"{'type': '/type/datetime', 'value': '2021-06-23T15:06:38.102528'}","{'type': '/type/datetime', 'value': '2021-06-23T15:06:38.102528'}",{'key': '/type/edition'},/books/OL32670529M,1,1,['amazon:1543098495'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL5431229A,/books/OL32670529M
2678,,,Das Wort des Hastur,['Weltbild'],,,,[{'key': '/works/OL15051941W'}],,,[11299650],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:07:25.809038'}","{'type': '/type/datetime', 'value': '2021-06-23T15:06:32.014429'}",{'key': '/type/edition'},/books/OL32670528M,3,3,,,,['München'],,,,,,,,,[{'key': '/languages/ger'}],,,,,,,,,"['Weltbild Sammler Editionen, 31']",,,,,,,Snows of Darkover,,[{'key': '/languages/eng'}],,,,,,,/books/OL32670528M
2679,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T15:06:30.010949'}","{'type': '/type/datetime', 'value': '2021-06-23T15:06:30.010949'}",{'key': '/type/author'},/authors/OL9281740A,1,1,['amazon:154304719X'],Agnes Kinloch Kingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281740A
2680,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9104798A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281740A'}}]","The Mysterious Island  by : Jules Verne, translated by",,,,,,,,[11299648],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:06:30.010949'}","{'type': '/type/datetime', 'value': '2021-06-23T15:06:30.010949'}",{'key': '/type/work'},/works/OL24624409W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624409W
2681,Agnes Kinloch Kingston,"[{'key': '/authors/OL9104798A'}, {'key': '/authors/OL9281740A'}]","The Mysterious Island  by : Jules Verne, translated by","['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",348.0,paperback,"{'type': '/type/text', 'value': 'Source title: The Mysterious Island (1874) by: Jules Verne, translated by: Agnes Kinloch Kingston ( NOVEL )'}",[{'key': '/works/OL24624409W'}],"Feb 11, 2017",['154304719X'],[11299648],"The Mysterious Island  by : Jules Verne, translated by : Agnes Kinloch Kingston",['9781543047196'],"{'type': '/type/datetime', 'value': '2021-06-23T15:06:30.010949'}","{'type': '/type/datetime', 'value': '2021-06-23T15:06:30.010949'}",{'key': '/type/edition'},/books/OL32670527M,1,1,['amazon:154304719X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9104798A,/books/OL32670527M
2682,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL4016823A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9247403A'}}]",SÜDAFRIKA - Land der Gegensätze,,,,,,,,[11299647],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:06:19.084878'}","{'type': '/type/datetime', 'value': '2021-06-23T15:06:19.084878'}",{'key': '/type/work'},/works/OL24624408W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624408W
2683,,"[{'key': '/authors/OL4016823A'}, {'key': '/authors/OL9247403A'}]",SÜDAFRIKA - Land der Gegensätze,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",125.0,paperback,"{'type': '/type/text', 'value': 'Source title: SÜDAFRIKA - Land der Gegensätze (German Edition)'}",[{'key': '/works/OL24624408W'}],"Feb 10, 2017",['1543009034'],[11299647],,['9781543009033'],"{'type': '/type/datetime', 'value': '2021-06-23T15:06:19.084878'}","{'type': '/type/datetime', 'value': '2021-06-23T15:06:19.084878'}",{'key': '/type/edition'},/books/OL32670526M,1,1,['amazon:1543009034'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL4016823A,/books/OL32670526M
2684,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9245497A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9236773A'}}]",Happy 49th Birthday! Relaxed & Rejuvenated in 10 Minutes Volume Two,,,,,,,,[11299646],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:05:47.330597'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:47.330597'}",{'key': '/type/work'},/works/OL24624407W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624407W
2685,"Exceptionally beautiful birthday gift, in Novelty & More, brief meditations, ... birthday card, in Office, in All Departments","[{'key': '/authors/OL9245497A'}, {'key': '/authors/OL9236773A'}]",Happy 49th Birthday! Relaxed & Rejuvenated in 10 Minutes Volume Two,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",40.0,paperback,"{'type': '/type/text', 'value': 'Source title: Happy 49th Birthday! Relaxed & Rejuvenated in 10 Minutes Volume Two: Exceptionally beautiful birthday gift, in Novelty & More, brief meditations, ... birthday card, in Office, in All Departments'}",[{'key': '/works/OL24624407W'}],"Jan 31, 2017",['1542849454'],[11299646],"Happy 49th Birthday! Relaxed & Rejuvenated in 10 Minutes Volume Two : Exceptionally beautiful birthday gift, in Novelty & More, brief meditations, ... birthday card, in Office, in All Departments",['9781542849456'],"{'type': '/type/datetime', 'value': '2021-06-23T15:05:47.330597'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:47.330597'}",{'key': '/type/edition'},/books/OL32670525M,1,1,['amazon:1542849454'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9245497A,/books/OL32670525M
2686,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T15:05:42.116353'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:42.116353'}",{'key': '/type/author'},/authors/OL9281739A,1,1,['amazon:1542844517'],Cameron Fucile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281739A
2687,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281739A'}}]",Poultrified - An Effortless Story,,,,,,,,[11299645],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:05:42.116353'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:42.116353'}",{'key': '/type/work'},/works/OL24624406W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624406W
2688,,[{'key': '/authors/OL9281739A'}],Poultrified - An Effortless Story,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",78.0,paperback,,[{'key': '/works/OL24624406W'}],"Jun 14, 2017",['1542844517'],[11299645],,['9781542844512'],"{'type': '/type/datetime', 'value': '2021-06-23T15:05:42.116353'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:42.116353'}",{'key': '/type/edition'},/books/OL32670524M,1,1,['amazon:1542844517'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281739A,/books/OL32670524M
2689,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T15:05:33.326525'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:33.326525'}",{'key': '/type/author'},/authors/OL9281738A,1,1,['amazon:1542823854'],Jacqui Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281738A
2690,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281738A'}}]",How to Be the Princess You Were Meant to Be!,,,,,,,,[11299644],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:05:33.326525'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:33.326525'}",{'key': '/type/work'},/works/OL24624405W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624405W
2691,,[{'key': '/authors/OL9281738A'}],How to Be the Princess You Were Meant to Be!,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",36.0,paperback,"{'type': '/type/text', 'value': 'Source title: How to Be the Princess You Were Meant to Be! (Red)'}",[{'key': '/works/OL24624405W'}],"Jan 29, 2017",['1542823854'],[11299644],,['9781542823852'],"{'type': '/type/datetime', 'value': '2021-06-23T15:05:33.326525'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:33.326525'}",{'key': '/type/edition'},/books/OL32670523M,1,1,['amazon:1542823854'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281738A,/books/OL32670523M
2692,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3772079A'}}]",Your Journey to Self-Love,,,,,,,,[11299643],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:05:24.038873'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:24.038873'}",{'key': '/type/work'},/works/OL24624404W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624404W
2693,A Detailed Handbook for Your Glo Up,[{'key': '/authors/OL3772079A'}],Your Journey to Self-Love,"['Createspace Independent Publishing Platform', 'CreateSpace Independent Publishing Platform']",58.0,paperback,"{'type': '/type/text', 'value': 'Source title: Your Journey to Self-Love: A Detailed Handbook for Your Glo Up (Self-Love Glo Up) (Volume 1)'}",[{'key': '/works/OL24624404W'}],"Feb 05, 2017",['1542770599'],[11299643],Your Journey to Self-Love : A Detailed Handbook for Your Glo Up,['9781542770590'],"{'type': '/type/datetime', 'value': '2021-06-23T15:05:24.038873'}","{'type': '/type/datetime', 'value': '2021-06-23T15:05:24.038873'}",{'key': '/type/edition'},/books/OL32670522M,1,1,['amazon:1542770599'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL3772079A,/books/OL32670522M
2694,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7470316A'}}]",Bald ist unsers Lebens Traum zu Ende,,,,,,,,[11299642],,,"{'type': '/type/datetime', 'value': '2021-06-23T15:04:51.634522'}","{'type': '/type/datetime', 'value': '2021-06-23T15:04:51.634522'}",{'key': '/type/work'},/works/OL24624403W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24624403W
